nom;type d'activité;types de public;exposition;réservation;nature de client;type de client;catégorie de client;niveau de groupe;langue du groupe;thème;date;heure;durée;fin;en vente;nature de la séance;salles;langues de l'activite;matériels;places ouvertes;places vendues;places disponibles;overbooking;overbooking vendu;overbooking disponible;taux de remplissage;Montant;temps de préparation;temps de rangement;temps annexe total;Types de public (croisement col C et F);AGE ( Type de client ? Col H);Niveau groupe / détail âge (col I);langue;TARIF;
VG - MAD PRO - PAUL POIRET;VISITE GUIDÉE;;PAUL POIRET, LA MODE EST UNE FÊTE;Dossier 4444;Organisme;Lycée d'Enseignement Professionnel;Groupe Education 2nd degré + enseignement sup;17_Première Pro;Français;;Tuesday, November 25, 2025;10:45;90;12:15;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 1;0;14;0;0;0;0;0;105.00;15;0;15;;;;;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 5065;Organisme;Structure médico-sociale jeune;Groupe Jeune loisir - Autres;00_VL;Français;;Tuesday, November 25, 2025;12:15;90;13:45;1;A;;Français;;30;14;16;0;0;0;46;0;0;0;0;;;;;;
ATELIER - MAD PRO - PAUL POIRET;VISITE-ATELIER;GROUPES;PAUL POIRET, LA MODE EST UNE FÊTE;Dossier 4444;Organisme;Lycée d'Enseignement Professionnel;Groupe Education 2nd degré + enseignement sup;17_Première Pro;Français;;Tuesday, November 25, 2025;13:30;120;15:30;1;G;N4 - Atelier Sonia Delaunay;;;0;14;0;0;0;0;0;170.00;15;15;30;;;;;;
APA - PHOTO ART DECO;ATELIER DE PRATIQUE ARTISTIQUE;;1925-2025. CENT ANS D'ART DÉCO;Dossier 5293;Organisme;Lycée d'Enseignement Professionnel;Groupe Education 2nd degré + enseignement sup;18_Seconde Pro;Français;;Tuesday, November 25, 2025;13:30;120;15:30;1;G;N4 - Atelier Memphis;;;0;14;0;0;0;0;0;0;15;15;30;;;;;;
VL - 1925-2025. CENT ANS D'ART DÉCO (AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;1925-2025. CENT ANS D'ART DÉCO;Dossier 4215;Individuel;Individuels;;00_VL;Français;;Tuesday, November 25, 2025;12:45;90;14:15;1;A;N2 - Lefuel - Galerie Jardin, N3 - Lefuel Rivoli - Moderne et Contemporain, NEF - EXPO;;Expo - Audiophone 2;20;15;5;0;0;0;75;260.00;0;0;0;;;;;;
VL - COLLECTIONS DE DESIGN;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 6078;Organisme;Enseignement Supérieur;Groupe Adulte - Enseignants;00_VL;Français;;Tuesday, November 25, 2025;13:15;90;14:45;1;A;N5 - Marsan, N6 - Marsan, N7 - Marsan, N8 - Marsan, N9 - Marsan;;;30;15;15;0;0;0;50;0;0;0;0;;;;;;
VG - 1H30 - PAUL POIRET;VISITE GUIDÉE;ADULTES (15 ANS ET +);PAUL POIRET, LA MODE EST UNE FÊTE;Dossier 5426;Organisme;Collège;Groupe Education - 2nd Degré;12_Troisième;Français;;Tuesday, November 25, 2025;14:00;120;16:00;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 6;0;17;0;0;0;0;0;0;15;0;15;;;;;;
VL - COLLECTIONS DE DESIGN;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 6078;Organisme;Enseignement Supérieur;Groupe Adulte - Enseignants;00_VL;Français;;Tuesday, November 25, 2025;12:15;90;13:45;1;A;N5 - Marsan, N6 - Marsan, N7 - Marsan, N8 - Marsan, N9 - Marsan;;;30;18;12;0;0;0;60;0;0;0;0;;;;;;
PRIVATISATIONS - 1925-2025. CENT ANS D'ART DECO;PRIVATISATION;;1925-2025. CENT ANS D'ART DÉCO;Dossier 5659;Organisme;DG - Privatisation / Mécénat;Groupe Adulte - Interne;31_Adultes;Français;;Tuesday, November 25, 2025;09:20;90;10:50;1;G;N2 - Lefuel - Galerie Jardin, N3 - Lefuel Rivoli - Moderne et Contemporain, NEF - EXPO;;;0;20;0;0;0;0;0;0;15;0;15;;;;;;
PRIVATISATIONS - 1925-2025. CENT ANS D'ART DECO;PRIVATISATION;;1925-2025. CENT ANS D'ART DÉCO;Dossier 5659;Organisme;DG - Privatisation / Mécénat;Groupe Adulte - Interne;31_Adultes;Français;;Tuesday, November 25, 2025;09:30;90;11:00;1;G;N2 - Lefuel - Galerie Jardin, N3 - Lefuel Rivoli - Moderne et Contemporain, NEF - EXPO;;;0;20;0;0;0;0;0;0;15;0;15;;;;;;
VG - 2H - 1925-2025. CENT ANS D'ART DECO;VISITE GUIDÉE;;1925-2025. CENT ANS D'ART DÉCO;Dossier 4713;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Français;;Tuesday, November 25, 2025;10:00;120;12:00;1;G;N3 - Lefuel Rivoli - Moderne et Contemporain, N3 - Marsan - Art Déco, NEF - EXPO;;Expo - Audiophone 4;0;20;0;0;0;0;0;375.00;15;0;15;;;;;;
VG - 2H - PAUL POIRET;VISITE GUIDÉE;;PAUL POIRET, LA MODE EST UNE FÊTE;Dossier 5149;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Anglais;;Tuesday, November 25, 2025;10:15;120;12:15;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 2;0;20;0;0;0;0;0;400.00;15;0;15;;;;;;
VG - 1H30 - 1925-2025. CENT ANS D'ART DECO;VISITE GUIDÉE;ADULTES (15 ANS ET +);1925-2025. CENT ANS D'ART DÉCO;Dossier 5732;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Français;;Tuesday, November 25, 2025;10:45;90;12:15;1;G;N2 - Lefuel - Galerie Jardin, N3 - Lefuel Rivoli - Moderne et Contemporain, N3 - Marsan - Art Déco, NEF - EXPO;;Expo - Audiophone 7;0;20;0;0;0;0;0;360.00;15;0;15;;;;;;
VG - 1H30 - 1925-2025. CENT ANS D'ART DECO;VISITE GUIDÉE;ADULTES (15 ANS ET +);1925-2025. CENT ANS D'ART DÉCO;Dossier 4453;Organisme;Mairie;Groupe Adulte - Etablissement Public;31_Adultes;Français;;Tuesday, November 25, 2025;11:00;90;12:30;1;G;N3 - Lefuel Rivoli - Moderne et Contemporain, N3 - Marsan - Art Déco, NEF - EXPO;;Expo - Audiophone 1;0;20;0;0;0;0;0;330.00;15;0;15;;;;;;
VL - PAUL POIRET, LA MODE EST UNE FÊTE (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;PAUL POIRET, LA MODE EST UNE FÊTE;Dossier 5288;Organisme;Structure médico-sociale adulte;Groupe Adulte - Associations Adultes;28_18-25 ans;Français;;Tuesday, November 25, 2025;11:15;90;12:45;1;A;;;;30;20;10;0;0;0;66;0;0;0;0;;;;;;
VG - 1H30 - PAUL POIRET;VISITE GUIDÉE;ADULTES (15 ANS ET +);PAUL POIRET, LA MODE EST UNE FÊTE;Dossier 5819;Organisme;Centre d'action sociale;Groupe Adulte - Etablissement Public;31_Adultes;Français;;Tuesday, November 25, 2025;13:00;90;14:30;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 4;0;20;0;0;0;0;0;95.00;15;0;15;;;;;;
VG - 2H - 1925-2025. CENT ANS D'ART DECO;VISITE GUIDÉE;;1925-2025. CENT ANS D'ART DÉCO;Dossier 4806;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Français;;Tuesday, November 25, 2025;14:15;120;16:15;1;G;N2 - Lefuel - Galerie Jardin, N3 - Lefuel Rivoli - Moderne et Contemporain, N3 - Marsan - Art Déco, NEF - EXPO;;Expo - Audiophone 2;0;20;0;0;0;0;0;375.00;15;0;15;;;;;;
VG - 1H30 - SAVOIR-FAIRE ET LUXE À LA FRANÇAISE;VISITE GUIDÉE;ADULTES (15 ANS ET +);MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3713;Organisme;Centre d'action sociale;Groupe Adulte - Etablissement Public;31_Adultes;Français;;Tuesday, November 25, 2025;14:30;90;16:00;1;G;N3 - Lefuel Jardin - XVIIè et XVIIIè Siècle, N3 - Lefuel Rivoli - Moderne et Contemporain, N3 - Rohan - Renaissance, N4 - Lefuel - Galerie Jardin - XVIIIè Siècle, N4 - Lefuel - Galerie Rivoli - XIXè Siècle, N4 - Marsan - Art Déco et Art Nouveau, N4 - Rohan - XVIIIè et XIXè Siècle, N5 - Marsan, N6 - Marsan, N7 - Marsan, N8 - Marsan, N9 - Marsan;;Collection - Audiophone 1;0;20;0;0;0;0;0;95.00;15;0;15;;;;;;
VG - 1H30 - PAUL POIRET;VISITE GUIDÉE;ADULTES (15 ANS ET +);PAUL POIRET, LA MODE EST UNE FÊTE;Dossier 4815;Organisme;Associations Adultes - Loisir;Groupe Adulte - Associations Adultes;31_Adultes;Français;;Tuesday, November 25, 2025;14:30;90;16:00;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 3;0;20;0;0;0;0;0;360.00;15;0;15;;;;;;
VG - 1H30 - 1925-2025. CENT ANS D'ART DECO;VISITE GUIDÉE;ADULTES (15 ANS ET +);1925-2025. CENT ANS D'ART DÉCO;Dossier 4453;Organisme;Mairie;Groupe Adulte - Etablissement Public;31_Adultes;Français;;Tuesday, November 25, 2025;15:00;90;16:30;1;G;N3 - Lefuel Rivoli - Moderne et Contemporain, N3 - Marsan - Art Déco, NEF - EXPO;;Expo - Audiophone 1;0;20;0;0;0;0;0;330.00;15;0;15;;;;;;
VG - 1H30 - 1925-2025. CENT ANS D'ART DECO;VISITE GUIDÉE;ADULTES (15 ANS ET +);1925-2025. CENT ANS D'ART DÉCO;Dossier 4453;Organisme;Mairie;Groupe Adulte - Etablissement Public;31_Adultes;Français;;Tuesday, November 25, 2025;15:30;90;17:00;1;G;N2 - Lefuel - Galerie Jardin, N3 - Lefuel Rivoli - Moderne et Contemporain, N3 - Marsan - Art Déco, NEF - EXPO;;;0;20;0;0;0;0;0;330.00;15;0;15;;;;;;
VG - 2H - PAUL POIRET;VISITE GUIDÉE;;PAUL POIRET, LA MODE EST UNE FÊTE;Dossier 5391;Organisme;Société;Groupe Adulte - Entreprises;31_Adultes;Français;;Tuesday, November 25, 2025;15:30;120;17:30;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 5;0;20;0;0;0;0;0;375.00;15;0;15;;;;;;
VA - CHEVALIERS, REINES ET EMPEREURS;VISITE-ATELIER;4-6 ANS, 7-10 ANS;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 4679;Organisme;Elémentaire;Groupe Education - 1er Degré;05_CE1;Français;;Tuesday, November 25, 2025;10:00;120;12:00;1;G;N3 - Rohan - Moyen Âge, N4 - Atelier Sonia Delaunay, N4 - Lefuel - Galerie Jardin - XVIIIè Siècle, N4 - Rohan - XVIIIè et XIXè Siècle;;;0;23;0;0;0;0;0;170.00;15;15;30;;;;;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 5688;Individuel;Individuels;;00_VL;Français;;Tuesday, November 25, 2025;13:45;90;15:15;1;A;;Français;;30;25;5;0;0;0;83;0;0;0;0;;;;;;
VG - 1H30 - PAUL POIRET;VISITE GUIDÉE;ADULTES (15 ANS ET +);PAUL POIRET, LA MODE EST UNE FÊTE;Dossier 5196;Organisme;Lycée d'Enseignement Professionnel;Groupe Education 2nd degré + enseignement sup;19_Terminale Pro;Français;;Tuesday, November 25, 2025;10:30;90;12:00;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 3;0;27;0;0;0;0;0;95.00;15;0;15;;;;;;
VG - 1H30 - 1925-2025. CENT ANS D'ART DECO;VISITE GUIDÉE;ADULTES (15 ANS ET +);1925-2025. CENT ANS D'ART DÉCO;Dossier 5293;Organisme;Lycée d'Enseignement Professionnel;Groupe Education 2nd degré + enseignement sup;18_Seconde Pro;Français;;Tuesday, November 25, 2025;10:30;90;12:00;1;G;N2 - Lefuel - Galerie Jardin, N3 - Lefuel Rivoli - Moderne et Contemporain, N3 - Marsan - Art Déco, NEF - EXPO;;Expo - Audiophone 5;0;27;0;0;0;0;0;0;15;0;15;;;;;;
VG - 1H30 - PAUL POIRET;VISITE GUIDÉE;ADULTES (15 ANS ET +);PAUL POIRET, LA MODE EST UNE FÊTE;Dossier 5203;Organisme;Lycée d'Enseignement Professionnel;Groupe Education 2nd degré + enseignement sup;18_Seconde Pro;Français;;Tuesday, November 25, 2025;15:00;90;16:30;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 4;0;27;0;0;0;0;0;95.00;15;0;15;;;;;;
VL - 1925-2025. CENT ANS D'ART DÉCO (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;1925-2025. CENT ANS D'ART DÉCO;Dossier 4851;Individuel;Individuels;;00_VL;Français;;Tuesday, November 25, 2025;14:45;90;16:15;1;A;N2 - Lefuel - Galerie Jardin, N3 - Lefuel Rivoli - Moderne et Contemporain, NEF - EXPO;;;30;30;0;0;0;0;100;0;0;0;0;;;;;;
PRIVATISATIONS - 1925-2025. CENT ANS D'ART DECO;PRIVATISATION;;1925-2025. CENT ANS D'ART DÉCO;Dossier 5660;Organisme;DG - Privatisation / Mécénat;Groupe Adulte - Interne;31_Adultes;Français;;Tuesday, November 25, 2025;19:30;180;22:30;1;G;N2 - Lefuel - Galerie Jardin, N3 - Lefuel Rivoli - Moderne et Contemporain, NEF - EXPO;;;0;200;0;0;0;0;0;0;15;0;15;;;;;;
VL - 1925-2025. CENT ANS D'ART DÉCO (AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;1925-2025. CENT ANS D'ART DÉCO;Dossier 4528;Individuel;Individuels;;00_VL;Français;;Wednesday, November 26, 2025;11:45;90;13:15;1;A;N2 - Lefuel - Galerie Jardin, N3 - Lefuel Rivoli - Moderne et Contemporain, NEF - EXPO;;Expo - Audiophone 2;20;5;15;0;0;0;25;110.00;0;0;0;;;;;;
VL - PAUL POIRET, LA MODE EST UNE FÊTE (AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;PAUL POIRET, LA MODE EST UNE FÊTE;Dossier 3573;Individuel;Individuels;;00_VL;Français;;Wednesday, November 26, 2025;12:15;90;13:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 4;20;5;15;0;0;0;25;110.00;0;0;0;;;;;;
VL - 1925-2025. CENT ANS D'ART DÉCO (AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;1925-2025. CENT ANS D'ART DÉCO;Dossier 5072;Individuel;Individuels;;00_VL;Français;;Wednesday, November 26, 2025;12:45;90;14:15;1;A;N2 - Lefuel - Galerie Jardin, N3 - Lefuel Rivoli - Moderne et Contemporain, NEF - EXPO;;Expo - Audiophone 1;20;5;15;0;0;0;25;110.00;0;0;0;;;;;;
VL - PAUL POIRET, LA MODE EST UNE FÊTE (AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;PAUL POIRET, LA MODE EST UNE FÊTE;Dossier 4065;Individuel;Individuels;;00_VL;Français;;Wednesday, November 26, 2025;13:15;90;14:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 2;20;5;15;0;0;0;25;110.00;0;0;0;;;;;;
VL - PAUL POIRET, LA MODE EST UNE FÊTE (AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;PAUL POIRET, LA MODE EST UNE FÊTE;Dossier 3422;Individuel;Individuels;;00_VL;Français;;Wednesday, November 26, 2025;15:15;90;16:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 1;20;5;15;0;0;0;25;110.00;0;0;0;;;;;;
VL - 1925-2025. CENT ANS D'ART DÉCO (AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;1925-2025. CENT ANS D'ART DÉCO;Dossier 4412;Individuel;Individuels;;00_VL;Français;;Wednesday, November 26, 2025;15:45;90;17:15;1;A;N2 - Lefuel - Galerie Jardin, N3 - Lefuel Rivoli - Moderne et Contemporain, NEF - EXPO;;Expo - Audiophone 4;20;5;15;0;0;0;25;110.00;0;0;0;;;;;;
VL - PAUL POIRET, LA MODE EST UNE FÊTE (AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;PAUL POIRET, LA MODE EST UNE FÊTE;Dossier 4672;Individuel;Individuels;;00_VL;Français;;Wednesday, November 26, 2025;16:15;90;17:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 2;20;5;15;0;0;0;25;110.00;0;0;0;;;;;;
VA - ART DECO SHOW;VISITE-ATELIER;4-6 ANS, 7-10 ANS, EN FAMILLE;1925-2025. CENT ANS D'ART DÉCO;;;;;;;;Wednesday, November 26, 2025;14:30;120;16:30;1;A;N2 - Lefuel - Galerie Jardin, N3 - Lefuel Rivoli - Moderne et Contemporain, N3 - Marsan - Art Déco, NEF - EXPO;Français;;14;9;5;0;0;0;64;216.00;15;15;30;;;;;;
VA - UNE FLEUR POUR UN VASE;VISITE-ATELIER;4-6 ANS;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;;;;;;;;Wednesday, November 26, 2025;14:30;120;16:30;1;A;N3 - Rohan - Moyen Âge, N4 - Lefuel - Galerie Jardin - XVIIIè Siècle, N4 - Marsan - Art Déco et Art Nouveau;Français;;14;11;3;0;0;0;78;264.00;15;15;30;;;;;;
VG - 1H30 - 1925-2025. CENT ANS D'ART DECO;VISITE GUIDÉE;ADULTES (15 ANS ET +);1925-2025. CENT ANS D'ART DÉCO;Dossier 4397;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Français;;Wednesday, November 26, 2025;10:00;90;11:30;1;G;N3 - Lefuel Rivoli - Moderne et Contemporain, N3 - Marsan - Art Déco, NEF - EXPO;;Expo - Audiophone 1;0;12;0;0;0;0;0;45.00;15;0;15;;;;;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 6041;Individuel;Individuels;;00_VL;Français;;Wednesday, November 26, 2025;15:15;90;16:45;1;A;;Français;;30;12;18;0;0;0;40;0;0;0;0;;;;;;
VL - 1925-2025. CENT ANS D'ART DÉCO (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;1925-2025. CENT ANS D'ART DÉCO;Dossier 6032;Organisme;ADC;Groupe Adulte - Interne;30_Interne;Français;;Wednesday, November 26, 2025;11:15;90;12:45;1;G;N2 - Lefuel - Galerie Jardin, N3 - Lefuel Rivoli - Moderne et Contemporain, N3 - Marsan - Art Déco, NEF - EXPO;;;0;15;0;0;0;0;0;0;0;0;0;;;;;;
VL - PAUL POIRET, LA MODE EST UNE FÊTE;GROUPE EN VISITE LIBRE;GROUPES;PAUL POIRET, LA MODE EST UNE FÊTE;Dossier 5349;Organisme;DM - Conservation;Groupe Adulte - Interne;30_Interne;Français;;Wednesday, November 26, 2025;13:45;90;15:15;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;;0;15;0;0;0;0;0;0;0;0;0;;;;;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 4475;Individuel;Individuels;;00_VL;Français;;Wednesday, November 26, 2025;12:45;90;14:15;1;A;;Français;;30;16;14;0;0;0;53;0;0;0;0;;;;;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 4491;Individuel;Individuels;;00_VL;Français;;Wednesday, November 26, 2025;14:45;90;16:15;1;A;;Français;;30;16;14;0;0;0;53;0;0;0;0;;;;;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 6059;Individuel;Individuels;;00_VL;Français;;Wednesday, November 26, 2025;13:45;90;15:15;1;A;;Français;;30;18;12;0;0;0;60;0;0;0;0;;;;;;
VL - GALERIE DES BIJOUX;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 6060;Individuel;Individuels;;00_VL;Français;;Wednesday, November 26, 2025;15:15;90;16:45;1;A;N2 - Rohan - Galerie des bijoux;Français;;30;18;12;0;0;0;60;0;0;0;0;;;;;;
PRIVATISATIONS - 1925-2025. CENT ANS D'ART DECO;PRIVATISATION;;1925-2025. CENT ANS D'ART DÉCO;Dossier 5659;Organisme;DG - Privatisation / Mécénat;Groupe Adulte - Interne;31_Adultes;Français;;Wednesday, November 26, 2025;09:20;90;10:50;1;G;N2 - Lefuel - Galerie Jardin, N3 - Lefuel Rivoli - Moderne et Contemporain, NEF - EXPO;;;0;20;0;0;0;0;0;0;15;0;15;;;;;;
PRIVATISATIONS - 1925-2025. CENT ANS D'ART DECO;PRIVATISATION;;1925-2025. CENT ANS D'ART DÉCO;Dossier 5659;Organisme;DG - Privatisation / Mécénat;Groupe Adulte - Interne;31_Adultes;Français;;Wednesday, November 26, 2025;09:30;90;11:00;1;G;N2 - Lefuel - Galerie Jardin, N3 - Lefuel Rivoli - Moderne et Contemporain, NEF - EXPO;;;0;20;0;0;0;0;0;0;15;0;15;;;;;;
VG - 1H30 - 1925-2025. CENT ANS D'ART DECO;VISITE GUIDÉE;ADULTES (15 ANS ET +);1925-2025. CENT ANS D'ART DÉCO;Dossier 4277;Organisme;Société;Groupe Adulte - Entreprises;31_Adultes;Français;;Wednesday, November 26, 2025;11:00;90;12:30;1;G;N3 - Lefuel Rivoli - Moderne et Contemporain, N3 - Marsan - Art Déco, NEF - EXPO;;Expo - Audiophone 3;0;20;0;0;0;0;0;330.00;15;0;15;;;;;;
VG - 1H30 - 1925-2025. CENT ANS D'ART DECO;VISITE GUIDÉE;ADULTES (15 ANS ET +);1925-2025. CENT ANS D'ART DÉCO;Dossier 5535;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Français;;Wednesday, November 26, 2025;13:00;90;14:30;1;G;N2 - Lefuel - Galerie Jardin, N3 - Lefuel Rivoli - Moderne et Contemporain, N3 - Marsan - Art Déco, NEF - EXPO;;;0;20;0;0;0;0;0;360.00;15;0;15;;;;;;
VG - 1H30 - PAUL POIRET;VISITE GUIDÉE;ADULTES (15 ANS ET +);PAUL POIRET, LA MODE EST UNE FÊTE;Dossier 4171;Organisme;Centre d'action sociale;Groupe Adulte - Etablissement Public;31_Adultes;Français;;Wednesday, November 26, 2025;14:00;90;15:30;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 2;0;20;0;0;0;0;0;95.00;0;0;0;;;;;;
VG - 1H30 - 1925-2025. CENT ANS D'ART DECO;VISITE GUIDÉE;ADULTES (15 ANS ET +);1925-2025. CENT ANS D'ART DÉCO;Dossier 5434;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Français;;Wednesday, November 26, 2025;14:30;90;16:00;1;G;N2 - Lefuel - Galerie Jardin, N3 - Lefuel Rivoli - Moderne et Contemporain, N3 - Marsan - Art Déco, NEF - EXPO;;Expo - Audiophone 3;0;20;0;0;0;0;0;360.00;15;0;15;;;;;;
VG - 1h30 - ENTREZ AU MUSÉE DES ARTS DÉCORATIFS !;VISITE GUIDÉE;ADULTES (15 ANS ET +);MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 5932;Organisme;Lycée d'Enseignement Général;Groupe Education 2nd degré + enseignement sup;22_Enseignement Supérieur;Français;;Wednesday, November 26, 2025;16:00;90;17:30;1;G;N3 - Rohan - Moyen Âge, N3 - Rohan - Renaissance, N4 - Lefuel - Galerie Jardin - XVIIIè Siècle, N4 - Lefuel - Galerie Rivoli - XIXè Siècle, N4 - Marsan - Art Déco et Art Nouveau, N5 - Marsan, N7 - Marsan, N8 - Marsan;;Collection - Audiophone 1;0;20;0;0;0;0;0;105.00;15;0;15;;;;;;
VG - 1h30 - ENTREZ AU MUSÉE DES ARTS DÉCORATIFS !;VISITE GUIDÉE;ADULTES (15 ANS ET +);MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 5932;Organisme;Lycée d'Enseignement Général;Groupe Education 2nd degré + enseignement sup;22_Enseignement Supérieur;Français;;Wednesday, November 26, 2025;16:15;90;17:45;1;G;N3 - Rohan - Moyen Âge, N3 - Rohan - Renaissance, N4 - Lefuel - Galerie Jardin - XVIIIè Siècle, N4 - Lefuel - Galerie Rivoli - XIXè Siècle, N4 - Marsan - Art Déco et Art Nouveau, N5 - Marsan, N7 - Marsan, N8 - Marsan;;Collection - Audiophone 2;0;20;0;0;0;0;0;105.00;15;0;15;;;;;;
VA - LES MONDES DE PAUL POIRET;VISITE-ATELIER;11-14 ANS;PAUL POIRET, LA MODE EST UNE FÊTE;Dossier 5794;Organisme;Lycée d'Enseignement Professionnel;Groupe Education 2nd degré + enseignement sup;16_CAP;Français;;Wednesday, November 26, 2025;10:00;120;12:00;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo, N4 - Atelier Buffon;;;0;25;0;0;0;0;0;170.00;15;0;15;;;;;;
VL - PAUL POIRET, LA MODE EST UNE FÊTE (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;PAUL POIRET, LA MODE EST UNE FÊTE;Dossier 5555;Organisme;Enseignement Supérieur - Autre;Groupe Education - Enseignement Supérieur;21_Enseignement supérieur Pro;Français;;Wednesday, November 26, 2025;11:15;90;12:45;1;A;;;;30;30;0;0;0;0;100;0;0;0;0;;;;;;
VL - 1925-2025. CENT ANS D'ART DÉCO (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;1925-2025. CENT ANS D'ART DÉCO;Dossier 4882;Organisme;Enseignement Supérieur - Autre;Groupe Education - Enseignement Supérieur;21_Enseignement supérieur Pro;Français;;Wednesday, November 26, 2025;14:45;90;16:15;1;A;N2 - Lefuel - Galerie Jardin, N3 - Lefuel Rivoli - Moderne et Contemporain, NEF - EXPO;;;30;30;0;0;0;0;100;0;0;0;0;;;;;;
VL - COLLECTIONS DE DESIGN;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 4883;Organisme;Enseignement Supérieur - Autre;Groupe Education - Enseignement Supérieur;00_VL;Français;;Wednesday, November 26, 2025;16:15;90;17:45;1;A;N5 - Marsan, N6 - Marsan, N7 - Marsan, N8 - Marsan, N9 - Marsan;;;30;30;0;0;0;0;100;0;0;0;0;;;;;;
